Pattern #,Name,Type,Standard Pattern,Run Queue Order,Grid Spacing(μm),Raster Spacing(μm),Depth Per Pass(μm),Dwell Time(sec),Intersite Pause(sec),Fluence Enabled,Energy(%),Fluence(J/cm²),Pass Enabled,Pass Count,Scan Speed(μm/sec),Rep Rate(Hz),Spot Size(μm),Burst Mode,Burst Count,Use IVA,Use XYR,XYR-X(μm),XYR-Y(μm),Overlap,XYR-Auto,Has Data,X(um),Y(um),Z(um)
500,TANN2205 042.25,Spot,FALSE,499,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,15323.963,87693.547,413.44
501,TANN2205 042.26,Spot,FALSE,500,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,15524.785,87649.517,413.44
502,TANN2205 042.27,Spot,FALSE,501,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,15475.476,87770.01,413.44
503,TANN2205 042.28,Spot,FALSE,502,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,15100.542,87663.283,413.44
504,TANN2205 042.29,Spot,FALSE,503,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,15008.781,87701.014,413.44
505,TANN2205 042.30,Spot,FALSE,504,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14928.715,87691.03,413.44
506,TANN2205 042.31,Spot,FALSE,505,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14930.015,87776.737,413.44
507,TANN2205 042.32,Spot,FALSE,506,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14859.671,87786.523,413.44
508,TANN2205 042.33,Spot,FALSE,507,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14651.215,88215.816,413.44
509,TANN2205 042.34,Spot,FALSE,508,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14595.229,88015.224,413.44
510,TANN2205 042.35,Spot,FALSE,509,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14250.69,87938.908,413.44
511,TANN2205 042.36,Spot,FALSE,510,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14401.528,88104.155,413.44
512,TANN2205 042.37,Spot,FALSE,511,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14324.719,88233.431,413.44
513,TANN2205 042.38,Spot,FALSE,512,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14134.242,88215.224,413.44
514,TANN2205 042.39,Spot,FALSE,513,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14193.469,88167.099,413.44
515,TANN2205 042.40,Spot,FALSE,514,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,14064.867,88081.951,413.44
516,TANN2205 042.41,Spot,FALSE,515,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13976.199,88050.717,413.44
517,TANN2205 042.42,Spot,FALSE,516,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13968.847,88014.813,413.44
518,TANN2205 042.43,Spot,FALSE,517,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13794.012,88146.639,413.44
519,TANN2205 042.44,Spot,FALSE,518,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13667.204,88120.686,413.44
520,TANN2205 042.45,Spot,FALSE,519,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13878.699,88282.494,413.44
521,TANN2205 042.46,Spot,FALSE,520,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13827.367,88353.908,413.44
522,TANN2205 042.47,Spot,FALSE,521,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13692.844,88341.869,413.44
523,TANN2205 042.48,Spot,FALSE,522,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13636.117,88348.201,413.44
524,TANN2205 042.49,Spot,FALSE,523,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13491.265,88258.596,413.44
525,TANN2205 042.50,Spot,FALSE,524,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13433.7,88198.662,413.44
526,TANN2205 042.51,Spot,FALSE,525,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13361.84,88121.079,413.44
527,TANN2205 042.52,Spot,FALSE,526,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13348.306,88017.297,413.44
528,TANN2205 042.53,Spot,FALSE,527,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13200.805,88097.658,413.44
529,TANN2205 042.54,Spot,FALSE,528,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13108.601,88132.049,413.44
530,TANN2205 042.55,Spot,FALSE,529,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13090.445,88175.465,413.44
531,TANN2205 042.56,Spot,FALSE,530,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13013.699,88111.408,413.44
532,TANN2205 042.57,Spot,FALSE,531,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12940.344,88173.728,413.44
533,TANN2205 042.58,Spot,FALSE,532,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,13159.028,88344.928,413.44
534,TANN2205 042.59,Spot,FALSE,533,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12987.614,88285.158,413.44
535,TANN2205 042.60,Spot,FALSE,534,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12958.881,88331.853,413.44
536,TANN2205 042.61,Spot,FALSE,535,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12892.63,88400.108,413.44
537,TANN2205 042.62,Spot,FALSE,536,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12843.222,88354.303,413.44
538,TANN2205 042.63,Spot,FALSE,537,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12753.255,88441.424,413.44
539,TANN2205 042.64,Spot,FALSE,538,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12677.367,88297.658,413.44
540,TANN2205 042.65,Spot,FALSE,539,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12785.954,88190.996,413.44
541,TANN2205 042.66,Spot,FALSE,540,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12745.689,88074.139,413.44
542,TANN2205 042.67,Spot,FALSE,541,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12724.242,87969.928,413.44
543,TANN2205 042.68,Spot,FALSE,542,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12219.555,88085.783,413.44
544,TANN2205 042.69,Spot,FALSE,543,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12080.426,88132.346,413.44
545,TANN2205 042.70,Spot,FALSE,544,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12076.199,88204.056,413.44
546,TANN2205 042.71,Spot,FALSE,545,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12107.235,88277.181,434.69
547,TANN2205 042.72,Spot,FALSE,546,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12175.887,88450.699,434.69
548,TANN2205 042.73,Spot,FALSE,547,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12201.906,88513.349,434.69
549,TANN2205 042.74,Spot,FALSE,548,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12117.416,88503.612,434.69
550,TANN2205 042.75,Spot,FALSE,549,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,12048.09,88494.796,434.69
551,TANN2205 042.76,Spot,FALSE,550,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11831.512,88509.615,434.69
552,TANN2205 042.77,Spot,FALSE,551,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11788.783,88345.107,434.69
553,TANN2205 042.78,Spot,FALSE,552,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11802.696,88269.007,434.69
554,TANN2205 042.79,Spot,FALSE,553,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11736.133,88281.721,420
555,TANN2205 042.80,Spot,FALSE,554,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11904.192,88005.537,420
556,TANN2205 042.81,Spot,FALSE,555,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11819.44,88039.401,420
557,TANN2205 042.82,Spot,FALSE,556,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11904.571,88068.119,420
558,TANN2205 042.83,Spot,FALSE,557,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11960.278,88135.948,420
559,TANN2205 042.84,Spot,FALSE,558,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11619.884,88131.097,420
560,TANN2205 042.85,Spot,FALSE,559,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11579.883,88173.019,420
561,TANN2205 042.86,Spot,FALSE,560,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11493.042,88244.303,420
562,TANN2205 042.87,Spot,FALSE,561,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11537.531,88393.119,420
563,TANN2205 042.88,Spot,FALSE,562,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11233.896,88467.214,420
564,TANN2205 042.89,Spot,FALSE,563,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11284.11,88420.619,420
565,TANN2205 042.90,Spot,FALSE,564,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11334.949,88295.865,420
566,TANN2205 042.91,Spot,FALSE,565,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11377.137,88284.139,420
567,TANN2205 042.92,Spot,FALSE,566,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11327.407,88244.276,420
568,TANN2205 042.93,Spot,FALSE,567,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11344.173,88149.04,420
569,TANN2205 042.94,Spot,FALSE,568,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11234.883,88171.885,420
570,TANN2205 042.95,Spot,FALSE,569,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11143.551,88118.037,420
571,TANN2205 042.96,Spot,FALSE,570,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,11066.101,88204.78,420
572,TANN2205 042.97,Spot,FALSE,571,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10922.844,88141.014,420
573,TANN2205 042.98,Spot,FALSE,572,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10809.39,88234.698,420
574,TANN2205 042.99,Spot,FALSE,573,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10730.18,88159.401,420
575,TANN2205 042.100,Spot,FALSE,574,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10873.354,88520.997,420
576,TANN2205 042.101,Spot,FALSE,575,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10812.63,88527.198,420
577,TANN2205 042.102,Spot,FALSE,576,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10730.064,88630.207,420
578,TANN2205 042.103,Spot,FALSE,577,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10552.367,88477.889,420
579,TANN2205 042.104,Spot,FALSE,578,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10475.887,88382.806,420
580,TANN2205 042.105,Spot,FALSE,579,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10453.633,88274.714,420
581,TANN2205 042.106,Spot,FALSE,580,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10516.775,88261.721,420
582,TANN2205 042.107,Spot,FALSE,581,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10386.331,88216.967,420
583,TANN2205 042.108,Spot,FALSE,582,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10373.387,88149.451,420
584,TANN2205 042.109,Spot,FALSE,583,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10268.913,88168.119,420
585,TANN2205 042.110,Spot,FALSE,584,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10298.321,88330.471,420
586,TANN2205 042.111,Spot,FALSE,585,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10235.887,88415.733,420
587,TANN2205 042.112,Spot,FALSE,586,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10280.739,88421.639,420
588,TANN2205 042.113,Spot,FALSE,587,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10241.117,88555.783,420
589,TANN2205 042.114,Spot,FALSE,588,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10104.949,88638.464,420
590,TANN2205 042.115,Spot,FALSE,589,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10026.364,88638.744,420
591,TANN2205 042.116,Spot,FALSE,590,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10003.535,88590.076,420
592,TANN2205 042.117,Spot,FALSE,591,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10047.614,88550.619,420
593,TANN2205 042.118,Spot,FALSE,592,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,10058.715,88451.31,420
594,TANN2205 042.119,Spot,FALSE,593,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9899.044,88557.724,420
595,TANN2205 042.120,Spot,FALSE,594,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9867.926,88412.329,407.5
596,TANN2205 042.121,Spot,FALSE,595,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9833.453,88367.971,407.5
597,TANN2205 042.122,Spot,FALSE,596,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9714.176,88358.448,407.5
598,TANN2205 042.123,Spot,FALSE,597,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9663.847,88393.069,407.5
599,TANN2205 042.124,Spot,FALSE,598,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9493.403,88309.994,407.5
600,TANN2205 042.125,Spot,FALSE,599,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9318.601,88323.759,407.5
601,TANN2205 042.126,Spot,FALSE,600,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9339.571,88387.674,407.5
602,TANN2205 042.127,Spot,FALSE,601,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9344.949,88641.326,407.5
603,TANN2205 042.128,Spot,FALSE,602,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9193.93,88310.076,407.5
604,TANN2205 042.129,Spot,FALSE,603,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9149.324,88253.365,407.5
605,TANN2205 042.130,Spot,FALSE,604,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9090.59,88286.49,407.5
606,TANN2205 042.131,Spot,FALSE,605,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,9077.844,88324.139,407.5
607,TANN2205 042.132,Spot,FALSE,606,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8878.535,88365.471,407.5
608,TANN2205 042.133,Spot,FALSE,607,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8792.68,88307.428,407.5
609,TANN2205 042.134,Spot,FALSE,608,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8657.219,88420.01,407.5
610,TANN2205 042.135,Spot,FALSE,609,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8909.637,88614.533,407.5
611,TANN2205 042.136,Spot,FALSE,610,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8859.094,88533.826,407.5
612,TANN2205 042.137,Spot,FALSE,611,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8407.729,88504.928,407.5
613,TANN2205 042.138,Spot,FALSE,612,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8414.555,88386.54,407.5
614,TANN2205 042.139,Spot,FALSE,613,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8352.137,88375.191,407.5
615,TANN2205 042.140,Spot,FALSE,614,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8188.404,88413.135,407.5
616,TANN2205 042.141,Spot,FALSE,615,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8016.183,88375.849,407.5
617,TANN2205 042.142,Spot,FALSE,616,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7915.936,88351.523,407.5
618,TANN2205 042.143,Spot,FALSE,617,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7919.901,88290.833,407.5
619,TANN2205 042.144,Spot,FALSE,618,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7880.656,88422.428,407.5
620,TANN2205 042.145,Spot,FALSE,619,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7998.699,88481.244,407.5
621,TANN2205 042.146,Spot,FALSE,620,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7473.535,88507.872,407.5
622,TANN2205 042.147,Spot,FALSE,621,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7504.32,88460.51,407.5
623,TANN2205 042.148,Spot,FALSE,622,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,7779.34,88390.092,407.5
624,TANN2205 042.149,Spot,FALSE,623,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8207.531,88580.849,407.5
625,TANN2205 042.150,Spot,FALSE,624,45,45,0,0,5,FALSE,40,0,TRUE,1,70,8,25,TRUE,240,TRUE,FALSE,25,25,0,FALSE,FALSE,8378.453,88648.892,407.5
